,isbn,lang,title,author,author_gender,author_nationality,author_birth_year,year_published,avg_rating,num_ratings,adjective_score,adverb_score,flesch_reading_ease_score,lexical_diversity,word_count,count_exclamation_marks,count_question_marks,profanity_score,sentiment_neg_score,sentiment_pos_score,sentiment_compound_score,reading_difficulty,reading_time
4131,1616202513,en,If You Could Be Mine,Sara Farizan,female,,,2013,3.72,8223,756.84,645.06,0.071,0.1031,55375,29.07,86.32,8.273,0.069,0.117,1.0,2.337,3398
4132,0670012122,en,Illyria,Elizabeth Hand,female,United States,1957.0,2007,3.33,1036,912.61,565.16,0.107,0.161,36149,15.21,65.29,8.649,0.04,0.062,0.984,2.446,2402
4133,1476775982,en,Fallen Too Far,Abbi Glines,,United States,1977.0,2012,4.18,161822,703.22,726.75,0.05,0.0743,65442,4.28,79.77,28.26,0.081,0.092,0.994,2.227,3881
4134,0756410096,en,Oracle,Michelle West,female,,,2015,4.42,547,893.37,674.81,0.029,0.0535,273425,2.6,67.77,7.175,0.082,0.095,0.999,2.493,18382
4135,1559707593,en,The Half Brother: a Novel,Lars Saabye Christensen,male,"Denmark, Norway",1953.0,2001,4.1,3134,814.29,693.9,0.028,0.0452,300361,32.03,101.94,10.273,0.06,0.076,1.0,2.293,18743
4136,0380978415,en,Fluke: Or I Know Why the Winged Whale Sings,Christopher Moore,male,United States,1957.0,2003,3.75,38271,926.19,592.39,0.062,0.1065,103715,11.96,111.36,23.649,0.064,0.08,0.999,2.383,6799
4137,0062388266,en,Woman with a Secret,Sophie Hannah,female,,,2014,3.18,5636,866.99,667.85,0.05,0.0895,130313,14.27,137.75,11.425,0.085,0.094,0.996,2.476,8494
4138,1335146814,en,All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages,Saundra Mitchell,female,,,2018,3.98,4099,789.03,571.54,0.071,0.1128,89337,12.87,65.03,6.228,0.066,0.109,1.0,2.364,5790
4139,0749005408,en,Absolute Beginners,Colin MacInnes,male,British,,1959,3.64,1634,634.03,631.82,0.071,0.1203,77110,50.32,83.26,19.027,0.066,0.101,0.999,2.403,4839
4140,1595547851,en,Fairer Than Morning,Rosslyn Elliott,,,,2011,3.96,949,813.91,540.77,0.062,0.0923,105257,14.25,60.52,0.837,0.068,0.101,1.0,2.352,6809
4141,0765317729,en,Hellstrom's Hive,Frank Herbert,male,United States,1920.0,1973,3.69,3177,956.85,537.05,0.063,0.0944,104645,42.91,95.18,13.304,0.087,0.071,-0.998,2.582,7232
4142,2234077311,en,Constellation,Adrien Bosc,male,,,2014,3.19,590,671.87,313.04,0.148,0.2306,37567,9.05,13.58,3.652,0.042,0.091,0.997,2.679,2698
4143,0452276705,en,Touched,Carolyn Haines,female,United States,1953.0,1996,4.19,217,774.85,551.51,0.043,0.0634,150080,9.79,58.44,3.852,0.073,0.093,1.0,2.317,9290
4144,0671441175,en,The Black Beast,Nancy Springer,female,,1948.0,1982,3.74,188,824.15,644.77,0.068,0.1002,77826,51.14,66.17,4.073,0.101,0.091,-0.99,2.294,4906
4145,0140076565,en,The Gondola Scam,Jonathan Gash,male,,,1984,3.73,234,758.8,622.58,0.094,0.1524,72601,20.8,93.39,11.525,0.074,0.083,0.986,2.541,4886
4146,0060762993,en,After Midnight,Teresa Medeiros,female,United States,,2005,3.85,3999,885.21,583.21,0.077,0.1076,83709,21.86,78.61,4.898,0.084,0.105,0.998,2.531,5678
4147,1421831074,en,Famous Ghost Stories,Dorothy Scarborough,female,,,1921,3.41,384,756.54,635.11,0.079,0.1706,89182,47.66,56.85,3.787,0.091,0.1,0.996,2.354,6310
4148,0451214277,en,Dead Irish,John Lescroart,male,United States,,1990,3.79,6203,875.42,723.86,0.052,0.087,104841,6.77,127.43,20.054,0.071,0.075,0.629,2.353,6750
4149,8804577398,en,Dreaming of You,Lisa Kleypas,female,United States,1964.0,1994,4.19,34571,975.37,571.46,0.071,0.1084,102946,26.23,68.68,9.859,0.091,0.128,1.0,2.477,6988
4150,0099448971,en,Rock Springs,Richard Ford,male,United States,1944.0,1987,4.07,4850,828.08,651.89,0.05,0.0804,78096,1.79,75.8,11.744,0.059,0.087,0.999,2.231,4795
4151,1555975178,en,The Accordionist's Son,Bernardo Atxaga,male,,,2003,3.74,485,600.2,639.55,0.044,0.1245,148385,33.09,77.23,2.854,0.064,0.093,1.0,2.303,10234
4152,0783890435,en,Dance of Dreams,Nora Roberts,female,United States,1950.0,1983,3.93,2330,947.14,590.07,0.08,0.1152,57383,15.51,89.4,2.555,0.065,0.102,0.999,2.422,3783
4153,0671037706,en,Dandelion Wine,Ray Bradbury,male,United States,1920.0,1957,4.06,58158,946.02,627.24,0.074,0.1194,70675,126.78,87.3,3.881,0.082,0.096,0.994,2.37,4669
4154,0316097772,en,Dare Me,Megan Abbott,female,United States,1971.0,2012,3.22,25345,830.02,614.4,0.069,0.1122,76432,6.54,76.93,18.266,0.056,0.077,0.998,2.306,4852
4155,0060094966,en,The Bromeliad Trilogy: Truckers,Terry Pratchett,,England,1948.0,1989,3.92,14156,1032.24,756.55,0.069,0.1068,52052,68.78,124.11,0.561,0.051,0.059,0.986,2.367,3405
4156,0778316297,en,Empire Girls,Suzanne Hayes,female,,,2014,3.3,1105,856.55,576.53,0.067,0.104,77567,22.43,111.52,4.898,0.058,0.101,1.0,2.337,4889
4157,0374278628,en,Transit,Rachel Cusk,female,,,2016,3.96,10407,621.25,610.6,0.082,0.1192,61038,3.11,21.46,4.318,0.053,0.081,0.998,2.41,3966
4158,0451071387,en,Scalpel: A Novel,Horace McCoy,male,,,1952,3.33,12,940.54,573.95,0.056,0.0948,125428,19.53,108.03,15.554,0.064,0.1,1.0,2.36,8014
4159,1941393357,en,Lolito,Ben Brooks,male,,,2013,3.44,2928,552.33,557.86,0.075,0.1291,50658,1.58,95.35,61.57,0.068,0.096,0.997,2.311,3130
4160,0143114697,en,Stern Men,Elizabeth Gilbert,female,United States,1969.0,2000,3.41,5671,899.4,571.43,0.056,0.0841,111107,36.63,102.6,21.229,0.085,0.088,0.985,2.433,7309
4161,0553803700,en,I Robot,Isaac Asimov,male,"Russian then Soviet (early years), American (since 1928)",,1950,4.2,281324,728.34,674.16,0.084,0.131,72164,49.61,119.73,2.487,0.085,0.073,-0.995,2.566,4899
4162,0192750453,en,The Eagle of the Ninth,Rosemary Sutcliff,female,England,1920.0,1954,3.92,8991,862.9,600.29,0.058,0.0908,92838,22.73,48.79,2.877,0.076,0.084,0.993,2.38,6044
4163,0385343302,en,A Secret Affair,Mary Balogh,female,Welsh-Canadian,1944.0,2010,3.96,6359,820.8,715.33,0.052,0.0777,113024,2.03,89.89,3.506,0.06,0.126,1.0,2.48,7368
4164,0756406447,en,City of Night,Michelle West,female,,,2009,4.25,1153,824.44,677.83,0.035,0.0598,182317,3.57,67.41,5.073,0.073,0.077,0.991,2.397,11864
4165,0727884646,en,The Lost and the Blind: A Contemporary Thriller Set in Rural Ireland,Declan Burke,male,,,2015,3.6,87,649.2,653.74,0.072,0.1181,83764,1.67,113.18,14.286,0.063,0.066,0.889,2.418,5389
4166,0440407532,en,The River,Gary Paulsen,male,United States,1939.0,1991,3.81,22598,678.51,734.28,0.081,0.1201,29049,3.1,40.28,1.361,0.059,0.087,0.994,2.312,1822
4167,1601837496,en,Chills,Mary SanGiovanni,female,,,2015,3.53,409,817.71,622.97,0.075,0.1152,72764,7.28,56.21,10.413,0.079,0.091,0.996,2.413,4817
4168,0008171254,en,Fireside Gothic,Andrew Taylor,male,,,2016,3.57,310,583.06,617.65,0.074,0.1136,65053,3.07,84.7,4.414,0.067,0.063,-0.916,2.342,4058
4169,0380802937,en,Someday My Prince: Princess #2,Christina Dodd,female,United States,,1999,3.74,1124,841.43,604.54,0.071,0.1038,88266,14.73,78.97,11.032,0.089,0.115,0.999,2.473,5866
4170,0451231597,en,Psych: A Fatal Frame of Mind,William Rabkin,male,,,2009,3.79,677,927.81,636.11,0.068,0.101,74940,10.94,74.19,1.952,0.066,0.077,0.994,2.412,4958
4171,1444776045,en,A Game for All the Family,Sophie Hannah,female,,,2015,3.11,5064,905.37,666.36,0.05,0.0839,127484,31.85,148.18,7.084,0.077,0.086,0.997,2.452,8234
4172,0142409871,en,The Coven,Cate Tiernan,female,United States,1961.0,2001,4.07,14276,860.45,631.77,0.078,0.1168,47533,27.14,93.62,4.334,0.054,0.084,0.998,2.34,3010
4173,0008150400,en,Daughter of the Forest,Juliet Marillier,female,New Zealand,1948.0,1999,4.23,58535,801.42,660.77,0.035,0.0548,210239,10.84,67.35,1.453,0.075,0.103,1.0,2.323,13158
4174,1416524304,en,Carrie,Stephen King,male,United States,1947.0,1974,3.97,532881,774.83,571.98,0.094,0.1484,61523,27.96,65.5,20.463,0.09,0.071,-0.997,2.356,4069
4175,0771099894,en,The Stone Angel,Margaret Laurence,female,Canada,1926.0,1964,3.73,11239,862.67,747.81,0.071,0.1131,94034,5.74,113.89,4.135,0.062,0.091,0.999,2.307,5873
4176,1401689736,en,Lizzy and Jane,Katherine Reay,female,,,2014,3.85,5300,1052.8,609.74,0.055,0.0924,96894,4.23,146.45,0.9,0.044,0.11,1.0,2.38,6170
4177,0575097566,en,Midnight Riot,Ben Aaronovitch,male,England,,2011,3.86,100571,933.24,542.37,0.068,0.1094,107989,2.22,78.06,15.012,0.076,0.071,-0.974,2.423,7101
4178,0060825499,en,The Color of Blood,Declan Hughes,male,,,2007,3.67,346,793.32,579.81,0.061,0.0978,104775,2.96,108.23,30.104,0.065,0.067,0.959,2.332,6639
4179,0446616044,en,Train From Marietta,Dorothy Garlock,female,United States,1919.0,2006,3.84,492,834.14,585.48,0.051,0.0754,91771,35.41,96.33,11.983,0.067,0.079,0.997,2.299,5723
4180,0446674338,en,Brown Girl in the Ring,Nalo Hopkinson,,Canada,1960.0,1998,3.86,5033,812.97,572.26,0.076,0.117,72118,40.63,109.27,11.096,0.066,0.081,0.996,2.373,4739
4181,1908373075,en,Trackman,Catriona Child,female,,,2012,3.92,64,465.72,625.02,0.048,0.0821,101756,4.23,122.74,67.35,0.074,0.087,0.997,2.242,6149
4182,0007226284,en,Bear Island,Alistair MacLean,male,,,1971,3.59,3285,756.93,756.39,0.065,0.1086,111464,16.15,106.58,6.117,0.093,0.086,-0.993,2.463,7414
4183,0553581554,en,The Killing Game,Iris Johansen,female,United States,1938.0,1999,4.19,28799,1104.06,685.71,0.047,0.072,103002,1.94,161.06,13.083,0.08,0.077,-0.88,2.347,6437
4184,0812979575,en,No Time to Wave Goodbye,Jacquelyn Mitchard,female,United States,,2009,3.28,2198,851.21,589.5,0.074,0.1177,78864,26.5,93.2,9.62,0.052,0.092,0.999,2.367,5167
4185,0553298038,en,Ambush at Corellia,Roger MacBride Allen,male,,1957.0,1995,3.57,8339,907.03,654.81,0.052,0.0868,147647,14.97,56.96,0.6,0.066,0.101,1.0,2.456,9819
4186,0316129399,en,Love and Shame and Love,Peter Orner,male,United States,,2011,3.37,638,818.14,596.78,0.083,0.1487,85291,26.15,145.5,20.275,0.059,0.064,0.687,2.45,5682
4187,0914671030,en,Our Lady of the Nile: A Novel,Scholastique Mukasonga,,,,2012,3.79,1022,739.6,552.89,0.081,0.1231,60844,29.09,39.77,5.101,0.052,0.108,1.0,2.482,4073
4188,1848456670,en,Moonlight Over Manhattan,Sarah Morgan,female,,,2017,4.08,4200,910.31,626.91,0.049,0.0757,104767,3.72,132.87,4.118,0.071,0.106,1.0,2.43,6647
4189,0062132822,en,Night Diver,Elizabeth Lowell,female,,,2014,3.46,2545,999.74,584.28,0.067,0.1019,92884,5.38,73.21,14.173,0.064,0.092,0.999,2.459,6195
4190,2253009180,en,The Perfume of the Lady in Black,Gaston Leroux,male,France,1868.0,1908,3.53,1021,547.97,596.05,0.062,0.0914,87778,68.81,61.52,1.33,0.092,0.088,-0.967,2.393,5764
4191,0743457919,en,The Honourable Schoolboy,John le Carré,male,British,1931.0,1977,3.95,17151,907.61,567.67,0.056,0.0964,199501,24.26,90.63,9.783,0.072,0.088,0.999,2.516,13702
4192,1926851447,en,Briarpatch,Tim Pratt,male,,1976.0,2011,3.94,202,878.91,707.24,0.061,0.0945,100659,8.25,88.81,29.715,0.092,0.095,0.8,2.422,6646
4193,0857523422,en,Strange Tide,Christopher Fowler,male,British,1953.0,2016,4.21,1391,645.54,604.29,0.07,0.1262,121697,4.03,112.33,4.284,0.071,0.075,0.99,2.5,8200
4194,0446361739,en,Slow Heat in Heaven,Sandra Brown,female,United States,1948.0,1988,4.04,9687,951.3,620.94,0.058,0.0846,153138,7.71,113.1,42.821,0.074,0.091,0.999,2.442,10123
4195,0684870363,en,The Catastrophist,Ronan Bennett,male,,,1997,3.72,734,814.34,577.46,0.071,0.1104,91313,8.32,86.3,7.961,0.091,0.082,-0.989,2.446,5833
4196,9001552900,en,An Untouched House,Willem Frederik Hermans,male,Dutch,1921.0,1951,3.52,2210,678.21,710.89,0.14,0.1966,17443,66.5,32.68,8.541,0.086,0.048,-0.986,2.403,1113
4197,0380802317,en,Where Dreams Begin,Lisa Kleypas,female,United States,1964.0,2000,3.98,12340,970.29,605.38,0.065,0.0964,113399,7.32,54.67,7.515,0.06,0.13,1.0,2.553,7796
4198,0099273861,en,The Great World,David Malouf,male,,,1989,3.89,672,576.45,627.57,0.052,0.0868,128321,9.43,41.85,9.366,0.079,0.066,-0.998,2.321,7980
4199,1484726030,en,The Forever Man,Eoin Colfer,male,Ireland,1965.0,2015,3.93,1038,833.58,602.62,0.085,0.1266,80664,17.85,75.87,7.396,0.082,0.101,0.998,2.476,5409
4200,0140050965,en,Jake's Thing,Kingsley Amis,male,England,1922.0,1978,3.16,596,730.15,724.77,0.068,0.118,98555,5.28,78.13,18.796,0.064,0.097,1.0,2.48,6452
4201,0307398536,en,Small Wars,Sadie Jones,female,,,2009,3.39,1407,602.28,621.75,0.06,0.0954,96051,12.29,78.4,5.216,0.089,0.083,-0.963,2.364,6242
4202,0143145444,en,The Postmistress,Sarah Blake,female,,,2009,3.34,41286,724.66,599.47,0.052,0.0878,101606,8.17,81.79,7.923,0.055,0.063,0.991,2.352,6622
4203,0439436575,en,Sir Thursday,Garth Nix,male,Australia,1963.0,2006,3.95,21430,909.97,679.28,0.069,0.1058,73607,52.58,62.63,0.666,0.062,0.06,-0.892,2.435,4978
4204,0062430211,en,The Kept Woman,Karin Slaughter,female,United States,1971.0,2016,4.1,44025,846.96,567.41,0.047,0.0761,148992,5.1,96.78,32.792,0.065,0.077,0.998,2.888,9716
4205,0440224047,en,Purple Cane Road,James Lee Burke,male,United States,1936.0,2000,4.15,7151,785.13,473.6,0.062,0.0949,104773,1.05,106.52,23.134,0.071,0.068,-0.93,2.323,6673
4206,0385014805,en,Arrow of God,Chinua Achebe,,Igbo of Nigeria,1930.0,1964,3.82,5494,760.7,557.83,0.054,0.0815,89418,20.02,68.89,8.92,0.096,0.075,-0.999,2.38,5654
4207,0312274785,en,The Mammoth Book of Best New SF 14,Gardner Dozois,,United States,,2001,4.04,407,881.38,578.79,0.04,0.0763,356088,18.11,68.58,12.451,0.074,0.088,1.0,2.483,23842
4208,0312382944,en,Supermarket: A Novel,Satoshi Azuchi,male,,,1984,3.49,292,878.64,608.41,0.049,0.0742,118456,11.06,92.86,3.308,0.07,0.11,1.0,2.515,7899
4209,0425142868,en,McNally's Risk,Lawrence Sanders,male,United States,1920.0,1993,3.92,2155,1063.73,552.97,0.085,0.1267,84091,15.46,133.66,10.505,0.065,0.106,1.0,2.493,5581
4210,0373262531,en,Charisma,Jo Bannister,,,,1994,3.94,281,588.45,644.6,0.071,0.1115,80499,6.71,136.9,28.285,0.075,0.091,0.998,2.401,5175
4211,0399157190,en,Faith Bass Darling's Last Garage Sale,Lynda Rutledge,female,,,2012,3.41,1836,825.35,699.68,0.061,0.1053,86097,37.86,76.54,8.609,0.046,0.118,1.0,2.402,5773
4212,0805078975,en,Pardonable Lies,Jacqueline Winspear,female,,,2005,4.09,28633,786.17,595.93,0.057,0.0897,109124,20.8,81.56,1.349,0.054,0.095,1.0,2.423,7255
4213,0373098723,en,Convincing Alex,Nora Roberts,female,United States,1950.0,1994,4.04,6178,1061.7,582.68,0.075,0.1139,63568,2.05,106.5,9.815,0.084,0.108,0.998,2.406,4110
4214,0060739436,en,Joey Pigza Loses Control,Jack Gantos,male,United States,1951.0,2000,3.82,4919,842.12,629.44,0.062,0.0983,49886,32.87,139.92,36.53,0.052,0.095,0.999,2.247,2962
4215,0312854072,en,Brightness Falls from the Air,James Tiptree Jr.,male,,,1985,3.75,792,986.07,673.24,0.069,0.1143,112426,48.83,94.73,5.632,0.078,0.098,0.999,2.491,7608
4216,1400076145,en,An Unfinished Life,Mark Spragg,male,,,2004,3.95,3937,784.19,629.1,0.051,0.0803,81179,0.25,83.89,24.734,0.048,0.075,0.999,2.216,4932
4217,0060936266,en,One Man's Bible: A Novel,Gao Xingjian,,China,1940.0,1999,3.7,1024,768.05,622.45,0.05,0.0799,150551,41.58,68.22,12.878,0.069,0.095,1.0,2.479,9884
4218,8838912262,en,The Terra-Cotta Dog,Andrea Camilleri,female,Italy,1925.0,1996,3.94,8862,907.93,605.33,0.074,0.1157,76735,29.58,137.23,16.383,0.063,0.082,0.998,2.571,5156
4219,0373098103,en,Falling for Rachel,Nora Roberts,female,United States,1950.0,1993,4.03,5550,1005.46,585.59,0.072,0.1074,64448,3.88,88.44,6.963,0.072,0.083,0.988,2.371,4097
4220,0571203132,en,Zorba the Greek,Nikos Kazantzakis,male,Greek,1883.0,1946,4.07,38408,842.05,491.49,0.057,0.0928,113960,159.53,92.31,8.75,0.075,0.096,0.999,2.364,7309
4221,0515133302,en,Hemlock Bay,Catherine Coulter,female,United States,1942.0,2001,4.02,8550,849.22,782.09,0.051,0.0783,99950,8.5,108.15,11.054,0.072,0.099,0.999,2.405,6394
4222,0805057919,en,The Fool's Progress: An Honest Novel,Edward Abbey,male,United States,1927.0,1988,4.22,3242,872.32,467.19,0.064,0.1214,190159,12.88,104.7,27.435,0.077,0.094,0.999,2.436,12942
4223,1847394523,en,Song of Treason,Jeremy Duns,male,,,2010,3.66,82,545.29,637.32,0.07,0.1123,85734,9.45,61.47,5.127,0.087,0.067,-0.999,2.431,5504
4224,0545081742,en,Storm Runners #3: Eruption,Roland Smith,male,,1951.0,2012,3.95,861,903.81,586.81,0.083,0.1155,32208,16.46,104.94,0.303,0.056,0.072,0.987,2.326,2064
4225,0060724560,en,Princess on the Brink,Meg Cabot,female,India,1967.0,2006,3.71,22726,755.69,760.73,0.047,0.0811,77439,164.77,200.93,6.487,0.056,0.086,0.999,2.306,4859
4226,9770915130,en,Karnak Cafe,Naguib Mahfouz,,Egypt,1911.0,1974,3.73,4321,1004.48,646.48,0.115,0.1615,27905,36.55,93.17,2.793,0.092,0.08,-0.975,2.558,1873
4227,0345421884,en,Dragonshadow,Barbara Hambly,female,United States,1951.0,1999,3.67,1018,751.51,503.04,0.061,0.1019,113491,21.41,46.35,15.704,0.084,0.079,-0.971,2.374,7535
4228,0525422404,en,Gods of Manhattan 3: Sorcerer's Secret: Sorcerer's Secret,Scott Mebus,male,,,2010,4.06,304,830.62,646.04,0.055,0.0832,100985,83.58,88.23,2.419,0.089,0.094,0.987,2.401,6622
4229,0425229637,en,Good Enough to Eat,Stacey Ballis,,,,2010,3.62,3650,919.46,598.03,0.066,0.1029,82538,30.05,64.82,14.369,0.046,0.123,1.0,2.413,5184
4230,0812530721,en,Alien Plot,Piers Anthony,male,British American,1934.0,1992,3.28,220,874.8,644.53,0.084,0.1276,76257,60.45,55.6,11.572,0.075,0.092,0.995,2.507,5057
4231,0671832972,en,The Abode of Life,Lee Correy,,,,1982,3.33,705,616.08,563.6,0.073,0.109,61356,14.99,60.63,1.262,0.056,0.073,0.995,2.611,4284
4232,0061554154,en,Miss Laney Is Zany!,Dan Gutman,male,United States,1955.0,2010,4.26,846,1024.28,443.62,0.137,0.1901,8318,281.32,137.05,10.454,0.077,0.091,0.924,2.377,547
4233,0441016944,en,Death's Daughter,Amber Benson,female,,,2009,3.22,3239,855.03,704.79,0.062,0.0981,99037,33.42,67.75,21.188,0.108,0.092,-0.998,2.465,6284
4234,1781080135,en,Exile,Rowena Cory Daniells,female,,,2012,4.11,530,554.32,477.52,0.044,0.0744,146088,6.78,81.87,1.991,0.07,0.099,1.0,2.431,9932
4235,0425243583,en,Threadbare,Monica Ferris,female,,,2011,3.79,1329,1002.32,621.01,0.069,0.1063,68212,33.87,125.64,2.883,0.061,0.07,0.977,2.439,4438
4236,1559708387,en,A Bear and His Boy,Sean Bryan,male,,,2007,3.79,328,661.94,260.05,0.502,0.6336,423,118.2,23.64,22.936,0.136,0.0,-0.296,2.853,29
4237,1885173997,en,Realty Check,Piers Anthony,male,British American,1934.0,1999,3.61,252,1001.42,707.41,0.07,0.1,60474,35.39,109.14,4.404,0.053,0.095,0.999,2.41,3958
4238,0753819678,en,City Primeval: High Noon in Detroit,Elmore Leonard,male,United States,1925.0,1980,3.84,2431,903.39,549.16,0.06,0.1072,88954,3.71,148.05,30.375,0.078,0.087,0.987,2.408,5784
4239,1408303779,en,Equinus the Spirit Horse,Adam Blade,male,,,2009,4.19,359,808.34,587.57,0.149,0.1946,11505,76.49,35.64,0.841,0.112,0.132,0.924,2.338,740
4240,0316198641,en,The Directive,Matthew Quirk,male,,,2014,3.66,1041,835.25,530.04,0.058,0.0984,96031,5.52,94.87,43.857,0.071,0.074,0.987,2.31,6053
4241,1906040141,en,The Assassin in the Marais: A Victor Legris Mystery,Claude Izner,,,,2004,3.22,294,567.9,461.41,0.089,0.1501,82356,86.33,166.11,39.379,0.072,0.094,0.999,2.523,5525
4242,1593156472,en,The Delta Solution,Patrick Robinson,male,British,1940.0,2011,3.94,806,848.46,534.42,0.054,0.0972,128232,13.8,86.56,39.467,0.076,0.074,-0.981,2.556,8907
4243,0373778805,en,Invincible,Diana Palmer,female,United States,1946.0,2014,3.9,1560,995.16,632.58,0.061,0.0916,81334,22.01,77.09,3.594,0.071,0.084,0.992,2.392,5244
4244,0811218783,en,The Literary Conference,César Aira,male,Argentina,1949.0,1997,3.63,1704,864.52,598.33,0.155,0.2645,21376,12.16,28.54,1.296,0.049,0.125,0.999,2.607,1562
4245,0884042871,en,Death Quest,L. Ron Hubbard,,,,1986,3.42,1626,912.41,663.95,0.072,0.1758,92612,155.92,77.85,12.156,0.076,0.088,0.996,2.299,6538
4246,0553587889,en,Prodigal Son,Dean Koontz,male,United States,1945.0,2005,4.02,33649,940.63,511.72,0.087,0.1402,83933,1.43,59.81,9.829,0.093,0.108,0.998,2.58,5835
4247,1447213955,en,The Killing,David Hewson,male,British,1953.0,2012,3.98,2004,568.47,559.58,0.034,0.0632,218341,20.06,173.17,12.914,0.063,0.061,-0.98,2.425,14381
4248,0441003702,en,Schismatrix Plus,Bruce Sterling,male,United States,1954.0,1995,3.94,4407,1087.85,465.78,0.068,0.1111,145434,18.91,69.79,6.807,0.073,0.086,0.999,2.569,10410
4249,1628724234,en,Genesis Code,Jamie Metzl,,,,2014,3.51,295,976.0,606.23,0.067,0.1046,91137,1.1,127.83,15.455,0.065,0.083,0.998,2.476,5999
4250,1592120288,en,Voyage of Vengeance,L. Ron Hubbard,,,,1986,3.45,1550,872.3,640.17,0.069,0.1702,99989,145.32,78.41,9.479,0.056,0.078,0.999,2.277,6990
4251,0345528336,en,A King's Ransom,Sharon Kay Penman,female,,,2014,4.33,2947,749.93,572.0,0.034,0.057,310055,12.48,43.86,5.411,0.096,0.126,1.0,2.448,20810
4252,0345379047,en,Quest for Lost Heroes,David Gemmell,male,England,1948.0,1990,4.09,8749,906.72,529.02,0.054,0.0826,99788,22.35,109.83,4.142,0.083,0.077,-0.976,2.318,6535
4253,1921518758,en,Lola's Secret: A Novel,Monica McInerney,female,,,2011,3.65,2101,868.38,730.36,0.05,0.0809,106796,16.95,161.15,2.914,0.054,0.108,1.0,2.426,6952
4254,1846550653,en,Arctic Chill,Arnaldur Indriðason,male,,,2005,3.83,10153,527.75,590.57,0.054,0.0862,92013,10.98,158.13,6.236,0.08,0.059,-0.999,2.492,6100
4255,0765346346,en,Midnight Mass,F. Paul Wilson,,United States,1946.0,1990,3.85,2587,883.27,604.8,0.054,0.0911,124786,50.97,107.3,16.995,0.095,0.069,-1.0,2.376,8152
4256,1843605562,en,Winter Pleasures: The Training,Anya Bast,female,,,2003,3.62,366,768.67,516.93,0.091,0.1255,38690,10.34,53.5,44.946,0.069,0.101,0.997,2.354,2498
4257,0679743626,en,O Pioneers!,Willa Cather,female,,,1913,3.87,46041,814.42,598.16,0.077,0.1094,56273,33.05,57.58,1.746,0.056,0.086,0.999,2.32,3577
4258,0345331095,en,Raiders of Gor,John Norman,male,United States,1931.0,1971,3.54,1345,551.53,518.66,0.046,0.0676,113466,47.5,37.54,1.883,0.059,0.094,1.0,2.255,7360
4259,1784623857,en,Sophie's Throughway,Jules Smith,male,,,2015,3.77,22,774.02,622.23,0.087,0.1299,45658,42.05,95.49,25.845,0.075,0.084,0.985,2.387,2845
4260,1551523779,en,Sub Rosa,Amber Dawn,female,Canada,,2010,3.88,583,946.95,570.43,0.061,0.0974,105465,6.92,64.86,15.292,0.068,0.098,1.0,2.379,6761
4261,0823419622,en,Who Stole Halloween?,Martha Freeman,female,,,2005,3.82,300,1058.8,581.6,0.081,0.1243,35729,40.86,160.37,2.179,0.055,0.093,0.998,2.392,2305
4262,1402285841,en,Rose and the Lost Princess,Holly Webb,female,,,2010,4.03,1133,913.93,792.41,0.077,0.1117,57357,49.51,87.7,2.386,0.079,0.094,0.997,2.435,3838
4263,0752837494,en,Out on the Cutting Edge,Lawrence Block,male,United States,1938.0,1989,4.07,3004,900.77,598.88,0.059,0.0947,77378,1.55,113.6,15.557,0.056,0.06,0.949,2.334,4730
4264,0060251964,en,Eye of the Comet,Pamela Sargent,female,,,1984,4.04,28,706.87,606.28,0.059,0.0809,66009,5.0,42.72,0.448,0.097,0.059,-0.999,2.35,4179
4265,1841497738,en,Rule 34,Charles Stross,male,England,1964.0,2011,3.75,7606,920.27,577.21,0.08,0.1438,110446,13.04,94.25,40.813,0.09,0.076,-0.998,2.593,7670
4266,0316234796,en,The Hive: A Novel,Gill Hornby,,,,2013,2.84,2191,932.4,762.56,0.063,0.1148,108162,28.11,127.68,9.836,0.06,0.106,1.0,2.407,7219
4267,0517370301,en,Toward the End of Time,John Updike,male,United States,1932.0,1997,3.28,1062,997.53,489.28,0.106,0.1679,103867,8.66,34.95,21.798,0.094,0.088,-0.984,2.56,7231
4268,1934824216,en,La Grande,Juan José Saer,male,Argentine,1937.0,2005,4.14,121,774.88,572.36,0.054,0.083,167291,3.29,14.65,6.854,0.061,0.077,0.999,2.617,11704
4269,1930235011,en,Eclipse Penumbra: A Song Called Youth Trilogy Book Two,John Shirley,male,,,1988,4.06,265,829.86,529.64,0.073,0.1205,107319,19.75,60.57,41.512,0.081,0.058,-0.999,2.544,7383
4270,1443423955,en,Republic of Dirt,Susan Juby,female,Canada,1969.0,2015,4.11,625,791.61,597.44,0.056,0.09,104546,15.78,56.63,22.199,0.074,0.111,1.0,2.366,6545
4271,0060976802,en,Relation of My Imprisonment: A Fiction,Russell Banks,male,,,1984,3.11,70,680.42,602.37,0.109,0.1464,34082,9.1,8.22,1.752,0.125,0.075,-0.998,2.548,2235
4272,0445406518,en,Crocodile on the Sandbank,Elizabeth Peters,female,,,1975,4.01,62796,868.01,607.35,0.076,0.1108,88121,28.48,51.52,1.904,0.091,0.114,0.999,2.994,5862
4273,0449912558,en,The Sparrow,Mary Doria Russell,female,United States,1950.0,1996,4.12,65624,653.29,618.25,0.06,0.0958,168395,22.45,61.17,11.192,0.082,0.114,1.0,2.465,11517
